Symbol,Name,Sector,Industry
RLJE,"RLJ Entertainment, Inc.",Consumer Services,Movies/Entertainment
RMGN,RMG Networks Holding Corporation,Miscellaneous,Business Services
ROBO,Robo-Stox Global Robotics & Automation Index ETF,n/a,n/a
RCPI,"Rock Creek Pharmaceuticals, Inc.",Consumer Durables,Specialty Chemicals
FUEL,Rocket Fuel Inc.,Technology,"Computer Software: Programming, Data Processing"
RMTI,"Rockwell Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RCKY,"Rocky Brands, Inc.",Consumer Non-Durables,Shoe Manufacturing
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Non-Durables,Specialty Foods
RSTI,"Rofin-Sinar Technologies, Inc.",Miscellaneous,Industrial Machinery/Components
ROIQ,ROI Acquisition Corp. II,Finance,Business Services
ROIQU,ROI Acquisition Corp. II,n/a,n/a
ROIQW,ROI Acquisition Corp. II,Finance,Business Services
ROKA,"Roka Bioscience, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
ROSG,Rosetta Genomics Ltd.,Health Care,Major Pharmaceuticals
ROSE,Rosetta Resources Inc.,Energy,Oil & Gas Production
ROST,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
ROVI,Rovi Corporation,Miscellaneous,Multi-Sector Companies
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",Finance,Major Banks
RGLD,"Royal Gold, Inc.",Basic Industries,Precious Metals
ROYL,"Royale Energy, Inc.",Energy,Oil & Gas Production
FUND,"Royce Focus Trust, Inc.",n/a,n/a
RPXC,RPX Corporation,Miscellaneous,Multi-Sector Companies
RTIX,"RTI Surgical, Inc.",Health Care,Industrial Specialties
RBCN,"Rubicon Technology, Inc.",Technology,Semiconductors
RUSHA,"Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket
RTGN,"Ruthigen, Inc.",Health Care,Major Pharmaceuticals
RUTH,"Ruth&#39;s Hospitality Group, Inc.",Consumer Services,Restaurants
RXII,RXI Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals
RYAAY,Ryanair Holdings plc,Transportation,Air Freight/Delivery Services
STBA,"S&T Bancorp, Inc.",Finance,Major Banks
SANW,S&W Seed Company,Consumer Non-Durables,Farming/Seeds/Milling
SANWZ,S&W Seed Company,Consumer Non-Durables,Farming/Seeds/Milling
SBRA,"Sabra Healthcare REIT, Inc.",Consumer Services,Real Estate Investment Trusts
SBRAP,"Sabra Healthcare REIT, Inc.",Consumer Services,Real Estate Investment Trusts
SABR,Sabre Corporation,Technology,"Computer Software: Programming, Data Processing"
SAEX,"SAExploration Holdings, Inc.",Energy,Oil & Gas Production
SAFT,"Safety Insurance Group, Inc.",Finance,Property-Casualty Insurers
SAGE,"Sage Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SGNT,"Sagent Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",Transportation,Trucking Freight/Courier Services
SAJA,"Sajan, Inc.",Miscellaneous,Business Services
SALM,Salem Communications Corporation,Consumer Services,Broadcasting
SAL,"Salisbury Bancorp, Inc.",Finance,Savings Institutions
SLXP,"Salix Pharmaceuticals, Ltd.",Health Care,Major Pharmaceuticals
SAFM,"Sanderson Farms, Inc.",Consumer Non-Durables,Meat/Poultry/Fish
SNDK,SanDisk Corporation,Technology,Electronic Components
SASR,"Sandy Spring Bancorp, Inc.",Finance,Major Banks
SGMO,"Sangamo BioSciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,Technology,Electrical Products
GCVRZ,Sanofi,Health Care,Major Pharmaceuticals
SPNS,Sapiens International Corporation N.V.,Technology,Computer Software: Prepackaged Software
SRPT,"Sarepta Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SBFG,"SB Financial Group, Inc.",Finance,Major Banks
SBFGP,"SB Financial Group, Inc.",Finance,Major Banks
SBAC,SBA Communications Corporation,Consumer Services,Telecommunications Equipment
SCSC,"ScanSource, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
SMIT,"Schmitt Industries, Inc.",Capital Goods,Industrial Machinery/Components
SCHN,"Schnitzer Steel Industries, Inc.",Consumer Durables,Industrial Specialties
SCHL,Scholastic Corporation,Consumer Services,Books
SCLN,"SciClone Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SGMS,Scientific Games Corp,Technology,EDP Services
SQI,"SciQuest, Inc.",Technology,Computer Software: Prepackaged Software
SCYX,"SCYNEXIS, Inc.",Health Care,Major Pharmaceuticals
SEAC,"SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,Finance,Major Banks
STX,Seagate Technology.,Technology,Electronic Components
SHIP,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation
SRSC,Sears Canada Inc. ,Consumer Services,Department/Specialty Retail Stores
SHLD,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores
SHLDW,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores
SHOS,"Sears Hometown and Outlet Stores, Inc.",Consumer Services,Department/Specialty Retail Stores
SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNFCA,Security National Financial Corporation,Finance,Finance: Consumer Services
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service
SLCT,"Select Bancorp, Inc.",Finance,Major Banks
SCSS,Select Comfort Corporation,Consumer Durables,Home Furnishings
SLTC,"Selectica, Inc.",Technology,Computer Software: Prepackaged Software
SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers
LEDS,SemiLEDS Corporation,Technology,Semiconductors
SMLR,"Semler Scientific, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMTC,Semtech Corporation,Technology,Semiconductors
SENEA,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods
SNMX,"Senomyx, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
SQNM,"Sequenom, Inc.",Capital Goods,Industrial Machinery/Components
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel
SREV,"ServiceSource International, Inc.",Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",Finance,Major Banks
SEV,"Sevcon, Inc.",Energy,Industrial Machinery/Components
SVBI,Severn Bancorp Inc,Finance,Major Banks
SFXE,"SFX Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
SGOC,"SGOCO Group, Ltd",Technology,Radio And Television Broadcasting And Communications Equipment
GAME,Shanda Games Limited,Miscellaneous,Business Services
SMED,Sharps Compliance Corp,Basic Industries,Environmental Services
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment
SHLO,"Shiloh Industries, Inc.",Capital Goods,Industrial Specialties
SHPG,Shire plc,Health Care,Major Pharmaceuticals
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,Finance,Major Banks
SHOR,"ShoreTel, Inc.",Public Utilities,Telecommunications Equipment
SFLY,"Shutterfly, Inc.",Miscellaneous,Other Consumer Services
SIFI,"SI Financial Group, Inc.",Finance,Savings Institutions
SIEB,Siebert Financial Corp.,Finance,Investment Bankers/Brokers/Service
SIEN,"Sientra, Inc.",Health Care,Industrial Specialties
BSRR,Sierra Bancorp,Finance,Major Banks
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing"
SIGA,SIGA Technologies Inc.,Health Care,Major Pharmaceuticals
SIGM,"Sigma Designs, Inc.",Technology,Semiconductors
SIAL,Sigma-Aldrich Corporation,Consumer Durables,Specialty Chemicals
SGMA,"SigmaTron International, Inc.",Technology,Electrical Products
SGNL,"Signal Genetics, Inc.",Health Care,Medical Specialities
SBNY,Signature Bank,Finance,Major Banks
SBNYW,Signature Bank,Finance,Major Banks
SLGN,Silgan Holdings Inc.,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,Technology,Computer Communications Equipment
SGI,Silicon Graphics International Corp,Technology,Computer Manufacturing
SIMG,"Silicon Image, Inc.",Capital Goods,Electrical Products
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors
SPIL,"Siliconware Precision Industries Company, Ltd.",Technology,Semiconductors
SSRI,Silver Standard Resources Inc.,Basic Industries,Precious Metals
SAMG,Silvercrest Asset Management Group Inc.,Finance,Investment Managers
SFNC,Simmons First National Corporation,Finance,Major Banks
SMPL,Simplicity Bancorp Inc.,Finance,Savings Institutions
SLP,"Simulations Plus, Inc.",Technology,EDP Services
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting
SMAC,Sino Mercury Acquisition Corp.,Finance,Business Services
SMACR,Sino Mercury Acquisition Corp.,Finance,Business Services
SMACU,Sino Mercury Acquisition Corp.,Finance,Business Services
SCOK,"SinoCoking Coal and Coke Chemical Industries, Inc",Basic Industries,Steel/Iron Ore
SINO,"Sino-Global Shipping America, Ltd.",Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting
SIRO,"Sirona Dental Systems, Inc.",Health Care,Medical/Dental Instruments
SZMK,Sizmek Inc.,Consumer Services,Advertising
SKUL,"Skullcandy, Inc.",Consumer Non-Durables,Consumer Electronics/Appliances
SKYS,"Sky Solar Holdings, Ltd.",n/a,n/a
MOBI,Sky-mobi Limited,Technology,Computer Software: Prepackaged Software
SPU,"SkyPeople Fruit Juice, Inc.",Consumer Non-Durables,Packaged Foods
SKBI,Skystar Bio-Pharmaceutical Company,Health Care,Major Pharmaceuticals
SKYW,"SkyWest, Inc.",Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors
ISM,SLM Corporation,Finance,Finance: Consumer Services
JSM,SLM Corporation,Finance,Finance: Consumer Services
OSM,SLM Corporation,Finance,Finance: Consumer Services
SLM,SLM Corporation,Finance,Finance: Consumer Services
SLMAP,SLM Corporation,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,Finance,Finance: Consumer Services
SMT,SMART Technologies Inc.,Technology,Computer peripheral equipment
SPRO,SmartPros Ltd.,Consumer Services,Other Consumer Services
SWHC,Smith & Wesson Holding Corporation,Capital Goods,Ordnance And Accessories
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,Technology,Electrical Products
SMTP,"SMTP, Inc.",Technology,Advertising
LNCE,"Snyder&#39;s-Lance, Inc.",Consumer Non-Durables,Specialty Foods
SODA,SodaStream International Ltd.,Consumer Durables,Consumer Electronics/Appliances
SOHU,Sohu.com Inc.,Technology,EDP Services
SLRC,Solar Capital Ltd.,n/a,n/a
SUNS,Solar Senior Capital Ltd.,n/a,n/a
SCTY,SolarCity Corporation,Basic Industries,Engineering & Construction
SZYM,"Solazyme, Inc.",Basic Industries,Major Chemicals
SONC,Sonic Corp.,Consumer Services,Restaurants
SOFO,"Sonic Foundry, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SONS,"Sonus Networks, Inc.",Technology,EDP Services
SPHS,"Sophiris Bio, Inc.",n/a,n/a
SORL,"SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHOL,Sotherly Hotels LP,Consumer Services,Hotels/Resorts
SOHOM,Sotherly Hotels LP,Consumer Services,Hotels/Resorts
SFBC,"Sound Financial Bancorp, Inc.",Finance,Savings Institutions
SSB,South State Corporation,Finance,Major Banks
SOCB,Southcoast Financial Corporation,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",Finance,Major Banks
OKSB,"Southwest Bancorp, Inc.",Finance,Major Banks
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies
SPAN,"Span-America Medical Systems, Inc.",Health Care,Industrial Specialties
SBSA,"Spanish Broadcasting System, Inc.",Consumer Services,Broadcasting
SGRP,"SPAR Group, Inc.",Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",Public Utilities,Power Generation
ONCE,"Spark Therapeutics, Inc.",n/a,n/a
SPAR,"Spartan Motors, Inc.",Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,Consumer Non-Durables,Food Distributors
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SPDC,"Speed Commerce, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
ANY,Sphere 3D Corp,Technology,EDP Services
SPEX,Spherix Incorporated,Miscellaneous,Multi-Sector Companies
SAVE,"Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services
SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software
SQBK,"Square 1 Financial, Inc.",Finance,Major Banks
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software
STAA,STAAR Surgical Company,Health Care,Ophthalmic Goods
STMP,Stamps.com Inc.,Miscellaneous,Business Services
STLY,"Stanley Furniture Company, Inc.",Consumer Durables,Home Furnishings
SPLS,"Staples, Inc.",Consumer Services,Other Specialty Stores
SBLK,Star Bulk Carriers Corp.,Transportation,Marine Transportation
SBLKL,Star Bulk Carriers Corp.,Transportation,Marine Transportation
SBUX,Starbucks Corporation,Consumer Services,Restaurants
STRZA,Starz,Consumer Services,Television Services
STRZB,Starz,Consumer Services,Television Services
STFC,State Auto Financial Corporation,Finance,Property-Casualty Insurers
STBZ,State Bank Financial Corporation.,Finance,Major Banks
SIBC,"State Investors Bancorp, Inc.",Finance,Savings Institutions
SNC,"State National Companies, Inc.",Finance,Property-Casualty Insurers
GASS,"StealthGas, Inc.",Transportation,Marine Transportation
STLD,"Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
STNR,Steiner Leisure Limited,Consumer Services,Other Consumer Services
STEM,"StemCells, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STML,"Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals
STXS,"Stereotaxis, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SRCL,"Stericycle, Inc.",Basic Industries,Environmental Services
STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing
SSFN,Stewardship Financial Corp,Finance,Major Banks
STCK,"Stock Building Supply Holdings, Inc.",Consumer Services,RETAIL: Building Materials
SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks
BANX,StoneCastle Financial Corp,n/a,n/a
SGBK,Stonegate Bank,n/a,n/a
SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment
STRT,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.
STRS,"Stratus Properties, Inc.",Consumer Services,Homebuilding
STRA,"Strayer Education, Inc.",Consumer Services,Other Consumer Services
STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services
STB,Student Transportation Inc,Transportation,Other Transportation
SCMP,"Sucampo Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SUBK,Suffolk Bancorp,Finance,Major Banks
SUMR,"Summer Infant, Inc.",Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",Finance,Major Banks
SSBI,Summit State Bank,n/a,n/a
SNBC,"Sun Bancorp, Inc.",Finance,Commercial Banks
SNHY,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications
SEMI,SunEdison Semiconductor Limited,Technology,Semiconductors
SNSS,"Sunesis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
GOMO,Sungy Mobile Limited,Technology,Computer Software: Prepackaged Software
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,Technology,Semiconductors
SBCP,"Sunshine Bancorp, Inc.",Finance,Savings Institutions
SSH,Sunshine Heart Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMCI,"Super Micro Computer, Inc.",Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",Technology,Semiconductors
SCON,Superconductor Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
SGC,"Superior Uniform Group, Inc.",Consumer Non-Durables,Apparel
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SPPR,"Supertel Hospitality, Inc.",Consumer Services,Real Estate Investment Trusts
SPPRO,"Supertel Hospitality, Inc.",Consumer Services,Real Estate Investment Trusts
SPPRP,"Supertel Hospitality, Inc.",Consumer Services,Real Estate Investment Trusts
SPRT,"support.com, Inc.",Technology,EDP Services
SCAI,"Surgical Care Affiliates, Inc.",Health Care,Medical Specialities
SRDX,"SurModics, Inc.",Health Care,Medical/Dental Instruments
SUSQ,"Susquehanna Bancshares, Inc.",Finance,Major Banks
SBBX,Sussex Bancorp,Finance,Major Banks
SUTR,Sutor Technology Group Limited,Capital Goods,Steel/Iron Ore
STRN,Sutron Corporation,Capital Goods,Industrial Machinery/Components
SIVB,SVB Financial Group,Finance,Major Banks
SIVBO,SVB Financial Group,Finance,Major Banks
SWSH,"Swisher Hygiene, Inc.",Basic Industries,Package Goods/Cosmetics
SYKE,"Sykes Enterprises, Incorporated",Technology,EDP Services
SYMC,Symantec Corporation,Technology,Computer Software: Prepackaged Software
SSRG,Symmetry Surgical Inc.,Health Care,Industrial Specialties
SYNC,"Synacor, Inc.",Technology,"Computer Software: Programming, Data Processing"
GEVA,Synageva BioPharma Corp.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SYNL,Synalloy Corporation,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,Technology,EDP Services
SNCR,"Synchronoss Technologies, Inc.",Technology,EDP Services
SURG,"Synergetics USA, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SGYP,"Synergy Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SGYPU,"Synergy Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SGYPW,"Synergy Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ELOS,Syneron Medical Ltd.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software
SNTA,Synta Pharmaceuticals Corp.,Health Care,Major Pharmaceuticals
SYNT,"Syntel, Inc.",Technology,EDP Services
SYMX,"Synthesis Energy Systems, Inc.",Basic Industries,Major Chemicals
SYUT,"Synutra International, Inc.",Consumer Non-Durables,Packaged Foods
SYPR,"Sypris Solutions, Inc.",Capital Goods,Industrial Machinery/Components
SYRX,Sysorex Global Holding Corp.,Technology,EDP Services
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments
TAIT,Taitron Components Incorporated,Consumer Non-Durables,Electronic Components
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software
TLMR,"Talmer Bancorp, Inc.",Finance,Major Banks
TNDM,"Tandem Diabetes Care, Inc.",Health Care,Medical/Dental Instruments
TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,Apparel
TNGO,"Tangoe, Inc.",Technology,Computer Software: Prepackaged Software
TEDU,"Tarena International, Inc.",Consumer Services,Other Consumer Services
TRGT,"Targacept, Inc.",Health Care,Major Pharmaceuticals
TASR,"TASER International, Inc.",Capital Goods,Ordnance And Accessories
TATT,TAT Technologies Ltd.,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",Capital Goods,Industrial Machinery/Components
TCPC,TCP Capital Corp.,n/a,n/a
TEAR,TearLab Corporation,Health Care,Medical/Dental Instruments
TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",Miscellaneous,Business Services
TGLS,Tecnoglass Inc.,Consumer Durables,Electronic Components
TGEN,Tecogen Inc.,Capital Goods,Industrial Machinery/Components
TECU,Tecumseh Products Company,Capital Goods,Industrial Machinery/Components
TKMR,Tekmira Pharmaceuticals Corp,Health Care,Major Pharmaceuticals
TSYS,"TeleCommunication Systems, Inc.",Technology,Computer Software: Prepackaged Software
TNAV,"TeleNav, Inc.",Capital Goods,Industrial Machinery/Components
TTEC,"TeleTech Holdings, Inc.",Technology,Professional Services
TENX,"Tenax Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central
TRTL,Terrapin 3 Acquisition Corporation,Finance,Business Services
TRTLU,Terrapin 3 Acquisition Corporation,Finance,Business Services
TRTLW,Terrapin 3 Acquisition Corporation,Finance,Business Services
TBNK,Territorial Bancorp Inc.,Finance,Savings Institutions
TSRO,"TESARO, Inc.",Health Care,Major Pharmaceuticals
TESO,Tesco Corporation,Energy,Metal Fabrications
TSLA,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,Consumer Non-Durables,Electronic Components
TSRA,"Tessera Technologies, Inc.",Technology,Semiconductors
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical
TLOG,TetraLogic Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals
TTPH,"Tetraphase Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIW,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants
TFSL,TFS Financial Corporation,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ABCO,The Advisory Board Company,Consumer Services,Other Consumer Services
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",Finance,Major Banks
BKYF,The Bank of Kentucky Financial Corp.,Finance,Savings Institutions
BONT,"The Bon-Ton Stores, Inc.",Consumer Services,Department/Specialty Retail Stores
CG,The Carlyle Group L.P.,Finance,Investment Managers
CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,Finance,Major Banks
DSGX,The Descartes Systems Group Inc.,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",Health Care,Hospital/Nursing Management
XONE,The ExOne Company,Capital Goods,Industrial Machinery/Components
FINL,"The Finish Line, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
FBMS,"The First Bancshares, Inc.",Finance,Major Banks
FLIC,The First of Long Island Corporation,Finance,Major Banks
TFM,"The Fresh Market, Inc.",Consumer Services,Food Chains
GT,The Goodyear Tire & Rubber Company,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",Consumer Non-Durables,Packaged Foods
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",n/a,n/a
INTG,The Intergroup Corporation,Consumer Services,Building operators
JYNT,The Joint Corp.,Miscellaneous,Multi-Sector Companies
KEYW,The KEYW Holding Corporation,Technology,EDP Services
MSG,The Madison Square Garden Company,Consumer Services,Television Services
MDCO,The Medicines Company,Health Care,Major Pharmaceuticals
MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components
NDAQ,"The NASDAQ OMX Group, Inc.",Finance,Investment Bankers/Brokers/Service
NAVG,"The Navigators Group, Inc.",Finance,Property-Casualty Insurers
PTRY,"The Pantry, Inc.",Consumer Durables,Automotive Aftermarket
PCLN,The Priceline Group Inc. ,Miscellaneous,Business Services
PRSC,The Providence Service Corporation,Consumer Services,Transportation Services
SPNC,The Spectranetics Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ULTI,"The Ultimate Software Group, Inc.",Technology,Computer Software: Prepackaged Software
YORW,The York Water Company,Public Utilities,Water Supply
NCTY,The9 Limited,Miscellaneous,Business Services
TBPH,"Theravance Biopharma, Inc.",Health Care,Major Pharmaceuticals
THRX,"Theravance, Inc.",Health Care,Major Pharmaceuticals
TST,"TheStreet, Inc.",Consumer Services,Newspapers/Magazines
TCRD,"THL Credit, Inc.",n/a,n/a
THOR,Thoratec Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
THLD,"Threshold Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
THTI,"THT Heat Transfer Technology, Inc.",Capital Goods,Metal Fabrications
TICC,TICC Capital Corp.,n/a,n/a
TIGR,TigerLogic Corporation,Technology,Computer Software: Prepackaged Software
TTS,"Tile Shop Hldgs, Inc.",Consumer Services,Home Furnishings
TSBK,"Timberland Bancorp, Inc.",Finance,Banks
TIPT,Tiptree Financial Inc.,Finance,Specialty Insurers
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores
TIVO,TiVo Inc.,Consumer Services,Television Services
TKAI,"Tokai Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TNXP,Tonix Pharmaceuticals Holding Corp.,Health Care,Major Pharmaceuticals
TISA,"Top Image Systems, Ltd.",Technology,Computer peripheral equipment
TOPS,TOP Ships Inc.,Transportation,Marine Transportation
TORM          ,TOR Minerals International Inc,Basic Industries,Major Chemicals
TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas Production
TRNX,Tornier N.V.,Health Care,Industrial Specialties
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors
TWER,Towerstream Corporation,Consumer Services,Telecommunications Equipment
CLUB,"Town Sports International Holdings, Inc.",Consumer Services,Hotels/Resorts
TOWN,Towne Bank,n/a,n/a
TCON,"TRACON Pharmaceuticals, Inc.",n/a,n/a
TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials
TSRE,"Trade Street Residential, Inc.",Consumer Services,Real Estate Investment Trusts
TWMC,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,Technology,Computer peripheral equipment
TRNS,"Transcat, Inc.",Capital Goods,Electrical Products
